frequency,attack-angle,chord-length,free-stream-velocity,suction-side-displacement-thickness,scaled-sound-pressure,frequency_standardized,attack-angle_standardized,chord-length_standardized,free-stream-velocity_standardized,suction-side-displacement-thickness_standardized,target_standardized
2500,17.4,0.0254,31.7,0.0176631,124.166,-0.13997205803341134,1.8346946967582602,-1.207457809164193,-1.2582500058112756,0.5121629499420566,-0.10464381295303501
1000,3.3,0.1016,71.3,0.00202822,131.434,-0.5975373289497253,-0.5728490828516611,-0.3945873215954658,1.2812928680438007,-0.6870677955245058,0.9477024244382721
3150,5.4,0.1524,39.6,0.00485029,119.137,0.058306226030324725,-0.2142787326969918,0.1473263367836859,-0.751624028451298,-0.4706086279543792,-0.8328013842024681
1250,4.0,0.2286,31.7,0.00509068,128.119,-0.521276450463673,-0.4533256328001047,0.960196824352413,-1.2582500058112756,-0.4521701699103963,0.4677178651438059
1250,0.0,0.0508,71.3,0.000740478,128.56,-0.521276450463673,-1.1363167759518555,-0.9365009799746172,1.2812928680438007,-0.7858405266633827,0.5315710146608077
2000,3.3,0.1016,71.3,0.00202822,134.034,-0.292493815005516,-0.5728490828516611,-0.3945873215954658,1.2812928680438007,-0.6870677955245058,1.3241609023162844
500,11.2,0.0508,71.3,0.014072,130.311,-0.75005908592183,0.7760584248730468,-0.9365009799746172,1.2812928680438007,0.23671743772546305,0.785101320339424
10000,4.8,0.0254,55.5,0.000873218,126.944,2.1478542965481586,-0.31672740416975453,-1.207457809164193,0.2680409133238462,-0.775659067697709,0.2975875914873966
2000,7.2,0.1524,39.6,0.00909175,120.228,-0.292493815005516,0.09306728172129605,0.1473263367836859,-0.751624028451298,-0.14527902915562893,-0.6748336152159643
630,6.7,0.1016,31.7,0.00592927,132.116,-0.7104034291090828,0.007693388827327192,-0.3945873215954658,-1.2582500058112756,-0.38784841554830307,1.0464503790201225
6300,0.0,0.2286,71.3,0.00214345,122.044,1.019193294954584,-1.1363167759518555,0.960196824352413,1.2812928680438007,-0.6782293932598187,-0.4118918475903979
1250,0.0,0.1016,71.3,0.00121072,130.335,-0.521276450463673,-1.1363167759518555,-0.3945873215954658,1.2812928680438007,-0.7497718990685633,0.7885763216736827
1250,2.7,0.1524,71.3,0.00243851,130.144,-0.521276450463673,-0.6752977543244236,0.1473263367836859,1.2812928680438007,-0.6555976222607856,0.7609211027218745
200,7.3,0.2286,31.7,0.0132672,128.679,-0.8415721401050928,0.11014206030008976,0.960196824352413,-1.2582500058112756,0.1749874529765242,0.5488012296098398
1250,17.4,0.0254,71.3,0.016104,126.356,-0.521276450463673,1.8346946967582602,-1.207457809164193,1.2812928680438007,0.3925764449444539,0.2124500587980602
1250,11.2,0.0508,71.3,0.014072,136.191,-0.521276450463673,0.7760584248730468,-0.9365009799746172,1.2812928680438007,0.23671743772546305,1.6364766472327759
12500,1.5,0.3048,39.6,0.00392107,106.111,2.910463081408682,-0.8801950972699489,1.7730673119211406,-0.751624028451298,-0.541881908804788,-2.7188583583713126
10000,0.0,0.0254,71.3,0.000400682,130.787,2.1478542965481586,-1.1363167759518555,-1.207457809164193,1.2812928680438007,-0.8119036502937883,0.8540221801355524
1600,22.2,0.0254,71.3,0.0214178,131.817,-0.4145112205831998,2.6542840685403615,-1.207457809164193,1.2812928680438007,0.8001569530941947,1.00315765406415
250,4.0,0.3048,71.3,0.00497773,126.395,-0.8263199644078824,-0.4533256328001047,1.7730673119211406,1.2812928680438007,-0.46083369100556615,0.21809693596623062
4000,7.3,0.2286,55.5,0.0111706,117.284,0.31759321288290265,0.11014206030008976,0.960196824352413,0.2680409133238462,0.014173479287874517,-1.101100445551682
500,7.3,0.2286,55.5,0.0111706,133.174,-0.75005908592183,0.11014206030008976,0.960196824352413,0.2680409133238462,0.014173479287874517,1.1996400211720206
5000,9.9,0.1524,71.3,0.0193001,114.569,0.622636726827112,0.5540863033487279,0.1473263367836859,1.2812928680438007,0.637724561564836,-1.4942099714896844
4000,0.0,0.1524,55.5,0.00172668,127.233,0.31759321288290265,-1.1363167759518555,0.1473263367836859,0.2680409133238462,-0.7101965972158516,0.3394323992207606
1250,9.5,0.0254,55.5,0.0043284,132.202,-0.521276450463673,0.4857871890335528,-1.207457809164193,0.2680409133238462,-0.5106387742523709,1.0589024671345468
630,9.9,0.1524,55.5,0.0208438,127.315,-0.7104034291090828,0.5540863033487279,0.1473263367836859,0.2680409133238462,0.7561298516455229,0.35130532044614315
800,19.7,0.0508,71.3,0.0341183,124.555,-0.6585460317385673,2.227414604070517,-0.9365009799746172,1.2812928680438007,1.774314099346553,-0.048319832993592396
1600,7.3,0.2286,31.7,0.0132672,119.039,-0.4145112205831998,0.11014206030008976,0.960196824352413,-1.2582500058112756,0.1749874529765242,-0.8469909729840238
630,4.0,0.3048,39.6,0.00579636,131.073,-0.7104034291090828,-0.4533256328001047,1.7730673119211406,-0.751624028451298,-0.39804291389942315,0.895432612702134
200,7.3,0.2286,71.3,0.0104404,138.758,-0.8415721401050928,0.11014206030008976,0.960196824352413,1.2812928680438007,-0.041834516318083576,2.0081569982761844
8000,0.0,0.1016,31.7,0.00150092,120.193,1.53776726865974,-1.1363167759518555,-0.3945873215954658,-1.2582500058112756,-0.7275129010887647,-0.6799013254950909
3150,3.3,0.1016,31.7,0.00251435,128.252,0.058306226030324725,-0.5728490828516611,-0.3945873215954658,-1.2582500058112756,-0.6497805223063129,0.48697516420449033
1600,0.0,0.1016,71.3,0.00121072,131.725,-0.4145112205831998,-1.1363167759518555,-0.3945873215954658,1.2812928680438007,-0.7497718990685633,0.989836815616157
4000,7.2,0.1524,71.3,0.00752039,119.343,0.31759321288290265,0.09306728172129605,0.1473263367836859,1.2812928680438007,-0.265805903950724,-0.8029742894167481
1000,0.0,0.0508,39.6,0.000791822,127.638,-0.5975373289497253,-1.1363167759518555,-0.9365009799746172,-0.751624028451298,-0.7819023254494792,0.3980730467363743
1000,9.9,0.1524,39.6,0.0233328,123.835,-0.5975373289497253,0.5540863033487279,0.1473263367836859,-0.751624028451298,0.9470417950353204,-0.15256987302135172
1250,6.7,0.1016,39.6,0.00578076,132.395,-0.521276450463673,0.007693388827327192,-0.3945873215954658,-0.751624028451298,-0.3992394692698052,1.086847269530878
3150,9.5,0.0254,39.6,0.00449821,129.934,0.058306226030324725,0.4857871890335528,-1.207457809164193,-0.751624028451298,-0.4976139622366933,0.7305148410471108
3150,6.7,0.1016,71.3,0.00478288,124.458,0.058306226030324725,0.007693388827327192,-0.3945873215954658,1.2812928680438007,-0.4757791277952415,-0.06236463005288871
315,15.6,0.1016,39.6,0.0528487,122.754,-0.8064921360015088,1.527348682339973,-0.3945873215954658,-0.751624028451298,3.210978247385227,-0.30908972478524704
2500,2.0,0.2286,31.7,0.00372371,121.407,-0.13997205803341134,-0.7948212043759801,0.960196824352413,-1.2582500058112756,-0.5570198682854671,-0.5041241746705112
2000,5.4,0.1524,71.3,0.00401199,131.111,-0.292493815005516,-0.2142787326969918,0.1473263367836859,1.2812928680438007,-0.5349081386589462,0.900934698148041
250,17.4,0.0254,39.6,0.0172206,114.714,-0.8263199644078824,1.8346946967582602,-1.207457809164193,-0.751624028451298,0.47822219664756654,-1.4732151717618727
2000,1.5,0.3048,39.6,0.00392107,122.101,-0.292493815005516,-0.8801950972699489,1.7730673119211406,-0.751624028451298,-0.541881908804788,-0.40363871942153345
20000,0.0,0.0254,55.5,0.00041229,121.933,5.198289435990252,-1.1363167759518555,-1.207457809164193,0.2680409133238462,-0.8110132903745964,-0.42796372876134237
315,17.4,0.0254,39.6,0.0172206,115.144,-0.8064921360015088,1.8346946967582602,-1.207457809164193,-0.751624028451298,0.47822219664756654,-1.4109547311897388
630,9.9,0.1524,71.3,0.0193001,129.889,-0.7104034291090828,0.5540863033487279,0.1473263367836859,1.2812928680438007,0.637724561564836,0.7239992135453778
1250,3.3,0.1016,39.6,0.00245138,133.211,-0.521276450463673,-0.5728490828516611,-0.3945873215954658,-0.751624028451298,-0.6546104640802204,1.20499731489567
6300,12.3,0.1016,55.5,0.0368233,110.124,1.019193294954584,0.9638809892397785,-0.3945873215954658,0.2680409133238462,1.9817937324801016,-2.137809176938827
1000,12.6,0.1524,71.3,0.0483159,122.044,-0.5975373289497253,1.0151053249761597,0.1473263367836859,1.2812928680438007,2.8633022100219194,-0.4118918475903979
200,19.7,0.0508,39.6,0.036484,125.974,-0.8415721401050928,2.227414604070517,-0.9365009799746172,-0.751624028451298,1.9557686531742928,0.15713962089444578
1000,2.0,0.2286,31.7,0.00372371,130.307,-0.5975373289497253,-0.7948212043759801,0.960196824352413,-1.2582500058112756,-0.5570198682854671,0.7845221534503782
3150,12.3,0.1016,71.3,0.0337792,120.798,0.058306226030324725,0.9638809892397785,-0.3945873215954658,1.2812928680438007,1.748304360494211,-0.5923023335273219
500,7.2,0.1524,71.3,0.00752039,132.043,-0.75005908592183,0.09306728172129605,0.1473263367836859,1.2812928680438007,-0.265805903950724,1.0358805832950848
500,4.0,0.2286,31.7,0.00509068,128.939,-0.75005908592183,-0.4533256328001047,0.960196824352413,-1.2582500058112756,-0.4521701699103963,0.5864470773976398
500,5.4,0.1524,39.6,0.00485029,129.937,-0.75005908592183,-0.2142787326969918,0.1473263367836859,-0.751624028451298,-0.4706086279543792,0.7309492162138952
800,12.3,0.1016,71.3,0.0337792,127.318,-0.6585460317385673,0.9638809892397785,-0.3945873215954658,1.2812928680438007,1.748304360494211,0.3517396956129255
250,12.6,0.1524,71.3,0.0483159,129.744,-0.8263199644078824,1.0151053249761597,0.1473263367836859,1.2812928680438007,2.8633022100219194,0.7030044138175641
1250,19.7,0.0508,71.3,0.0341183,121.485,-0.521276450463673,2.227414604070517,-0.9365009799746172,1.2812928680438007,1.774314099346553,-0.49283042033417035
1250,7.2,0.1524,71.3,0.00752039,132.513,-0.521276450463673,0.09306728172129605,0.1473263367836859,1.2812928680438007,-0.265805903950724,1.1039326927576487
2000,0.0,0.1524,71.3,0.0015988,128.647,-0.292493815005516,-1.1363167759518555,0.1473263367836859,1.2812928680438007,-0.7200052831622907,0.5441678944974935
250,5.3,0.2286,39.6,0.00614329,127.011,-0.8263199644078824,-0.23135351127578566,0.960196824352413,-0.751624028451298,-0.3714325962938698,0.3072886368788675
630,4.0,0.2286,39.6,0.00473801,129.579,-0.7104034291090828,-0.4533256328001047,0.960196824352413,-0.751624028451298,-0.47922075853043644,0.6791137796445375
400,8.9,0.1016,71.3,0.0103088,138.123,-0.780563437316251,0.3833385175607902,-0.3945873215954658,1.2812928680438007,-0.051928534698998594,1.9162142546405898
3150,3.3,0.1016,39.6,0.00245138,128.401,0.058306226030324725,-0.5728490828516611,-0.3945873215954658,-0.751624028451298,-0.6546104640802204,0.5085491308213458
800,12.6,0.1524,39.6,0.0584113,116.56,-0.6585460317385673,1.0151053249761597,0.1473263367836859,-0.751624028451298,3.637642279647214,-1.205929652468483
6300,8.9,0.1016,71.3,0.0103088,117.253,1.019193294954584,0.3833385175607902,-0.3945873215954658,1.2812928680438007,-0.051928534698998594,-1.1055889889417667
4000,12.7,0.0254,39.6,0.0130253,126.537,0.31759321288290265,1.0321801035549534,-1.207457809164193,-0.751624028451298,0.15643317450886976,0.23865736052726202
6300,4.0,0.2286,55.5,0.0042862,117.154,1.019193294954584,-0.4533256328001047,0.960196824352413,0.2680409133238462,-0.5138756099337889,-1.119923369445584
630,4.0,0.2286,55.5,0.0042862,129.964,-0.7104034291090828,-0.4533256328001047,0.960196824352413,0.2680409133238462,-0.5138756099337889,0.7348585927149341
1600,17.4,0.0254,71.3,0.016104,126.406,-0.4145112205831998,1.8346946967582602,-1.207457809164193,1.2812928680438007,0.3925764449444539,0.21968964491110057
1250,9.5,0.0254,39.6,0.00449821,130.964,-0.521276450463673,0.4857871890335528,-1.207457809164193,-0.751624028451298,-0.4976139622366933,0.8796503149757084
12500,0.0,0.3048,71.3,0.00266337,112.241,2.910463081408682,-1.1363167759518555,1.7730673119211406,1.2812928680438007,-0.6383503504284714,-1.8312851009127673
8000,4.0,0.3048,71.3,0.00497773,113.665,1.53776726865974,-0.4533256328001047,1.7730673119211406,1.2812928680438007,-0.46083369100556615,-1.6251016884134237
630,2.0,0.2286,55.5,0.00313525,126.842,-0.7104034291090828,-0.7948212043759801,0.960196824352413,0.2680409133238462,-0.6021560845197621,0.28281883581679707
1250,8.4,0.0508,39.6,0.00566229,131.205,-0.521276450463673,0.29796462466682133,-0.9365009799746172,-0.751624028451298,-0.4083263868806486,0.914545120040557
2000,11.2,0.0508,39.6,0.0150478,124.42,-0.292493815005516,0.7760584248730468,-0.9365009799746172,-0.751624028451298,0.31156351018820483,-0.06786671549879765
4000,8.4,0.0508,55.5,0.00544854,122.612,0.31759321288290265,0.29796462466682133,-0.9365009799746172,0.2680409133238462,-0.4247214965229022,-0.32965014934627845
4000,3.0,0.3048,39.6,0.00495741,116.792,0.31759321288290265,-0.6240734185880423,1.7730673119211406,-0.751624028451298,-0.46239228107775604,-1.1723379729039833
2500,5.4,0.1524,71.3,0.00401199,127.591,-0.13997205803341134,-0.2142787326969918,0.1473263367836859,1.2812928680438007,-0.5349081386589462,0.39126783579011626
500,7.2,0.1524,39.6,0.00909175,132.658,-0.75005908592183,0.09306728172129605,0.1473263367836859,-0.751624028451298,-0.14527902915562893,1.1249274924854582
1250,12.7,0.0254,39.6,0.0130253,130.777,-0.521276450463673,1.0321801035549534,-1.207457809164193,-0.751624028451298,0.15643317450886976,0.8525742629129419
4000,4.2,0.0508,71.3,0.00142788,133.598,0.31759321288290265,-0.4191760756425171,-0.9365009799746172,1.2812928680438007,-0.7331152346947071,1.2610317114105898
1000,5.4,0.1524,55.5,0.00433288,132.127,-0.5975373289497253,-0.2142787326969918,0.1473263367836859,0.2680409133238462,-0.5102951480947228,1.0480430879649905
5000,3.0,0.3048,39.6,0.00495741,115.792,0.622636726827112,-0.6240734185880423,1.7730673119211406,-0.751624028451298,-0.46239228107775604,-1.3171296951647578
2500,3.3,0.1016,55.5,0.002211,132.889,-0.13997205803341134,-0.5728490828516611,-0.3945873215954658,0.2680409133238462,-0.6730481551015299,1.1583743803277005
3150,22.2,0.0254,39.6,0.0229028,120.856,0.058306226030324725,2.6542840685403615,-1.207457809164193,-0.751624028451298,0.9140598200824828,-0.583904413636198
2500,0.0,0.2286,39.6,0.00253511,125.025,-0.13997205803341134,-1.1363167759518555,0.960196824352413,-0.751624028451298,-0.6481881832364969,0.019732276468971327
2000,5.4,0.1524,31.7,0.00525474,122.771,-0.292493815005516,-0.2142787326969918,0.1473263367836859,-1.2582500058112756,-0.4395863959318788,-0.3066282655068145
400,7.3,0.2286,55.5,0.0111706,135.924,-0.780563437316251,0.11014206030008976,0.960196824352413,0.2680409133238462,0.014173479287874517,1.5978172573891498
3150,4.0,0.2286,55.5,0.0042862,122.394,0.058306226030324725,-0.4533256328001047,0.960196824352413,0.2680409133238462,-0.5138756099337889,-0.3612147447991257
500,4.0,0.2286,71.3,0.00400603,126.758,-0.75005908592183,-0.4533256328001047,0.960196824352413,1.2812928680438007,-0.5353652841722459,0.2706563311468916
400,15.4,0.0508,55.5,0.0271925,126.5,-0.780563437316251,1.4931991251823855,-0.9365009799746172,0.2680409133238462,1.2430895362573375,0.23330006680361248
2000,6.7,0.1016,55.5,0.0052139,129.653,-0.292493815005516,0.007693388827327192,-0.3945873215954658,0.2680409133238462,-0.44271891652972506,0.6898283670918324
4000,9.9,0.1524,39.6,0.0233328,112.265,0.31759321288290265,0.5540863033487279,0.1473263367836859,-0.751624028451298,0.9470417950353204,-1.8278100995785085
200,8.9,0.1016,39.6,0.0124596,133.42,-0.8415721401050928,0.3833385175607902,-0.3945873215954658,-0.751624028451298,0.1130427018790552,1.2352587848481682
5000,3.3,0.1016,55.5,0.002211,124.839,0.622636726827112,-0.5728490828516611,-0.3945873215954658,0.2680409133238462,-0.6730481551015299,-0.0071989838715336985
630,17.4,0.0254,55.5,0.0165706,122.411,-0.7104034291090828,1.8346946967582602,-1.207457809164193,0.2680409133238462,0.42836572288164937,-0.35875328552069313
1000,5.4,0.1524,39.6,0.00485029,130.507,-0.5975373289497253,-0.2142787326969918,0.1473263367836859,-0.751624028451298,-0.4706086279543792,0.8134804979025355
1600,0.0,0.1524,31.7,0.00209405,130.817,-0.4145112205831998,-1.1363167759518555,0.1473263367836859,-1.2582500058112756,-0.6820184852660284,0.8583659318033758
800,0.0,0.0508,31.7,0.000812164,122.79,-0.6585460317385673,-1.1363167759518555,-0.9365009799746172,-1.2582500058112756,-0.7803420479274079,-0.303877222783859
1600,0.0,0.3048,71.3,0.00266337,127.591,-0.4145112205831998,-1.1363167759518555,1.7730673119211406,1.2812928680438007,-0.6383503504284714,0.39126783579011626
1000,8.4,0.0508,31.7,0.00580776,129.516,-0.5975373289497253,0.29796462466682133,-0.9365009799746172,-1.2582500058112756,-0.3971685080518363,0.6699919011421063
16000,0.0,0.1524,71.3,0.0015988,113.297,3.978115380213415,-1.1363167759518555,0.1473263367836859,1.2812928680438007,-0.7200052831622907,-1.67838504220539
1250,4.0,0.2286,55.5,0.0042862,131.264,-0.521276450463673,-0.4533256328001047,0.960196824352413,0.2680409133238462,-0.5138756099337889,0.9230878316539424
2500,0.0,0.3048,71.3,0.00266337,125.571,-0.13997205803341134,-1.1363167759518555,1.7730673119211406,1.2812928680438007,-0.6383503504284714,0.09878855682335293
8000,0.0,0.0254,55.5,0.00041229,136.163,1.53776726865974,-1.1363167759518555,-1.207457809164193,0.2680409133238462,-0.8110132903745964,1.6324224790094755
1600,5.4,0.1524,71.3,0.00401199,133.241,-0.4145112205831998,-0.2142787326969918,0.1473263367836859,1.2812928680438007,-0.5349081386589462,1.2093410665634936
4000,15.4,0.0508,39.6,0.0282593,118.113,0.31759321288290265,1.4931991251823855,-0.9365009799746172,-0.751624028451298,1.3249155150473075,-0.981068107797501
2000,0.0,0.3048,39.6,0.00310138,123.689,-0.292493815005516,-1.1363167759518555,1.7730673119211406,-0.751624028451298,-0.604753990314303,-0.17370946447142488
500,5.4,0.1524,71.3,0.00401199,126.291,-0.75005908592183,-0.2142787326969918,0.1473263367836859,1.2812928680438007,-0.5349081386589462,0.2030385968511102
6300,0.0,0.2286,31.7,0.0027238,116.815,1.019193294954584,-1.1363167759518555,0.960196824352413,-1.2582500058112756,-0.6337152324135877,-1.1690077632919862
2500,3.0,0.3048,39.6,0.00495741,120.162,-0.13997205803341134,-0.6240734185880423,1.7730673119211406,-0.751624028451298,-0.46239228107775604,-0.6843898688851736
2500,7.2,0.1524,71.3,0.00752039,124.353,-0.13997205803341134,0.09306728172129605,0.1473263367836859,1.2812928680438007,-0.265805903950724,-0.07756776089027058
630,12.3,0.1016,39.6,0.0408268,121.315,-0.7104034291090828,0.9638809892397785,-0.3945873215954658,-0.751624028451298,2.2888712597444862,-0.5174450131185022
315,9.9,0.1524,31.7,0.0252785,128.809,-0.8064921360015088,0.5540863033487279,0.1473263367836859,-1.2582500058112756,1.0962813965835438,0.5676241535037398
1000,17.4,0.0254,31.7,0.0176631,131.796,-0.5975373289497253,1.8346946967582602,-1.207457809164193,-1.2582500058112756,0.5121629499420566,1.0001170278966716
315,6.7,0.1016,31.7,0.00592927,126.266,-0.8064921360015088,0.007693388827327192,-0.3945873215954658,-1.2582500058112756,-0.38784841554830307,0.1994188037945921
6300,5.4,0.1524,39.6,0.00485029,116.677,1.019193294954584,-0.2142787326969918,0.1473263367836859,-0.751624028451298,-0.4706086279543792,-1.1889890209639717
500,15.6,0.1016,71.3,0.0437259,130.638,-0.75005908592183,1.527348682339973,-0.3945873215954658,1.2812928680438007,2.5112388029672106,0.832448213518697
3150,4.2,0.0508,39.6,0.00152689,133.587,0.058306226030324725,-0.4191760756425171,-0.9365009799746172,-0.751624028451298,-0.7255209432061479,1.2594390024657178
5000,8.9,0.1016,71.3,0.0103088,116.723,0.622636726827112,0.3833385175607902,-0.3945873215954658,1.2812928680438007,-0.051928534698998594,-1.1823286017399772
315,5.3,0.2286,39.6,0.00614329,129.691,-0.8064921360015088,-0.23135351127578566,0.960196824352413,-0.751624028451298,-0.3714325962938698,0.6953304525377434
16000,4.0,0.2286,71.3,0.00400603,112.768,3.978115380213415,-0.4533256328001047,0.960196824352413,1.2812928680438007,-0.5353652841722459,-1.7549798632813391
500,7.3,0.2286,31.7,0.0132672,128.169,-0.75005908592183,0.11014206030008976,0.960196824352413,-1.2582500058112756,0.1749874529765242,0.4749574512568463
800,4.0,0.2286,55.5,0.0042862,131.864,-0.6585460317385673,-0.4533256328001047,0.960196824352413,0.2680409133238462,-0.5138756099337889,1.009962865010406
630,8.4,0.0508,55.5,0.00544854,126.152,-0.7104034291090828,0.29796462466682133,-0.9365009799746172,0.2680409133238462,-0.4247214965229022,0.1829125474568632
1250,17.4,0.0254,39.6,0.0172206,131.364,-0.521276450463673,1.8346946967582602,-1.207457809164193,-0.751624028451298,0.47822219664756654,0.9375670038800189
1000,0.0,0.1016,71.3,0.00121072,128.825,-0.5975373289497253,-1.1363167759518555,-0.3945873215954658,1.2812928680438007,-0.7497718990685633,0.569940821059911
315,7.3,0.2286,39.6,0.0123481,132.149,-0.8064921360015088,0.11014206030008976,0.960196824352413,-0.751624028451298,0.10449039907151718,1.0512285058547262
